Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
001050187,M10,00031192,Medical Incident,04/14/2000,04/14/2000,04/14/2000 02:46:13 PM,04/14/2000 02:46:52 PM,04/14/2000 03:21:53 PM,04/14/2000 03:22:44 PM,04/14/2000 03:38:30 PM,,,Other,04/14/2000 03:50:43 PM,1500 Block of 27TH AVE,SF,94122,B08,18,7475,1,1,2,true,,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7585246809255, -122.485302914204)",001050187-M10
001050188,M03,00031182,Medical Incident,04/14/2000,04/14/2000,04/14/2000 02:46:27 PM,04/14/2000 02:48:10 PM,04/14/2000 02:49:20 PM,04/14/2000 02:50:04 PM,04/14/2000 02:56:38 PM,04/14/2000 03:52:14 PM,04/14/2000 03:52:19 PM,Other,04/14/2000 04:26:51 PM,500 Block of LEAVENWORTH ST,SF,94102,B04,03,1543,2,2,2,true,,1,MEDIC,1,1,6,Tenderloin,"(37.7860598457137, -122.414643592857)",001050188-M03
001050191,E03,00031186,Alarms,04/14/2000,04/14/2000,04/14/2000 02:53:44 PM,04/14/2000 02:54:26 PM,04/14/2000 02:54:58 PM,04/14/2000 02:57:44 PM,04/14/2000 02:57:59 PM,,,Other,04/14/2000 03:42:49 PM,500 Block of OFARRELL ST,SF,94102,B01,01,1363,3,3,3,true,,1,ENGINE,1,1,6,Tenderloin,"(37.7857402818673, -122.413804267911)",001050191-E03
001050192,E41,00031187,Alarms,04/14/2000,04/14/2000,04/14/2000 03:04:25 PM,04/14/2000 03:05:18 PM,04/14/2000 03:05:51 PM,04/14/2000 03:07:53 PM,04/14/2000 03:10:50 PM,,,Other,04/14/2000 03:15:41 PM,500 Block of LEAVENWORTH ST,SF,94102,B04,03,1543,3,3,3,false,,1,ENGINE,1,1,6,Tenderloin,"(37.7860598457137, -122.414643592857)",001050192-E41
001050193,M02,00031190,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:04:32 PM,04/14/2000 03:06:05 PM,04/14/2000 03:17:37 PM,04/14/2000 03:18:27 PM,04/14/2000 03:24:08 PM,04/14/2000 03:41:51 PM,04/14/2000 03:50:11 PM,Other,04/14/2000 04:07:29 PM,1100 Block of FRANCISCO ST,SF,94109,B01,04,0314,1,1,2,true,,1,MEDIC,1,1,2,Russian Hill,"(37.803363322315, -122.424107741649)",001050193-M02
001050194,M15,00031189,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:06:55 PM,04/14/2000 03:08:00 PM,04/14/2000 03:12:20 PM,,04/14/2000 03:24:22 PM,,,Other,04/14/2000 03:50:30 PM,400 Block of TARAVAL ST,SF,94116,B08,40,7355,1,1,2,true,,1,MEDIC,1,8,7,West of Twin Peaks,"(37.7433194111349, -122.470799687096)",001050194-M15
001050196,M18,00031196,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:17:10 PM,04/14/2000 03:18:31 PM,04/14/2000 03:29:15 PM,,04/14/2000 03:36:54 PM,,,Other,04/14/2000 03:54:11 PM,GENEVA AV/MOSCOW ST,SF,94134,B09,43,6173,1,1,2,true,,1,MEDIC,1,9,11,Excelsior,"(37.7131431588266, -122.433706822023)",001050196-M18
001050197,E05,00031191,Alarms,04/14/2000,04/14/2000,04/14/2000 03:18:27 PM,04/14/2000 03:19:19 PM,04/14/2000 03:19:42 PM,04/14/2000 03:21:49 PM,,,,Other,04/14/2000 03:27:00 PM,1200 Block of FILLMORE ST,SF,94115,B05,05,3535,3,3,3,false,,1,ENGINE,1,5,5,Western Addition,"(37.7809710233586, -122.432166356881)",001050197-E05
001050198,M14,00031195,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:18:33 PM,04/14/2000 03:19:47 PM,04/14/2000 03:27:38 PM,,04/14/2000 03:34:09 PM,04/14/2000 03:45:47 PM,04/14/2000 04:11:43 PM,Other,04/14/2000 04:45:00 PM,1400 Block of 25TH AVE,SF,94122,B08,22,7453,1,1,2,true,,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7604859490062, -122.483288537005)",001050198-M14
001050199,M08,00031193,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:20:42 PM,04/14/2000 03:21:57 PM,04/14/2000 03:24:06 PM,,,,,Other,04/14/2000 03:38:23 PM,100 Block of GEARY ST,SF,94108,B01,01,1323,2,2,2,true,,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7877209923178, -122.405826623955)",001050199-M08
001050202,M01,00031197,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:29:57 PM,04/14/2000 03:32:34 PM,04/14/2000 03:36:39 PM,,04/14/2000 03:46:16 PM,04/14/2000 03:57:15 PM,04/14/2000 04:08:55 PM,Other,04/14/2000 04:36:11 PM,200 Block of EDDY ST,SF,94102,B03,01,1453,1,1,2,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7840910361755, -122.411784369455)",001050202-M01
001050204,E43,00031198,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:37:44 PM,04/14/2000 03:38:51 PM,04/14/2000 03:39:46 PM,04/14/2000 03:41:21 PM,04/14/2000 03:42:36 PM,,,Other,04/14/2000 03:55:34 PM,800 Block of MADRID ST,SF,94112,B09,43,6174,3,3,3,false,,1,ENGINE,1,9,11,Excelsior,"(37.7165087645765, -122.436747870407)",001050204-E43
001050205,E10,00031199,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:39:26 PM,04/14/2000 03:39:31 PM,04/14/2000 03:40:33 PM,04/14/2000 03:41:23 PM,04/14/2000 03:43:00 PM,,,Other,04/14/2000 04:08:21 PM,COOK ST/GEARY BL,SF,94118,B05,10,4454,3,3,3,false,,1,ENGINE,1,5,2,Presidio Heights,"(37.7818532914736, -122.452143123272)",001050205-E10
001050205,M05,00031199,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:39:26 PM,04/14/2000 03:39:31 PM,04/14/2000 03:40:33 PM,04/14/2000 03:41:00 PM,,04/14/2000 04:01:42 PM,04/14/2000 04:09:40 PM,Other,04/14/2000 04:20:39 PM,COOK ST/GEARY BL,SF,94118,B05,10,4454,3,3,3,true,,1,MEDIC,3,5,2,Presidio Heights,"(37.7818532914736, -122.452143123272)",001050205-M05
001050206,E15,00031200,Structure Fire,04/14/2000,04/14/2000,04/14/2000 03:39:54 PM,04/14/2000 03:43:18 PM,04/14/2000 03:43:26 PM,04/14/2000 03:44:19 PM,04/14/2000 03:47:24 PM,,,Other,04/14/2000 03:47:48 PM,EXCELSIOR AV/MISSION ST,SF,94112,B09,43,6116,3,3,3,false,,1,ENGINE,1,9,11,Excelsior,"(37.7262362449736, -122.433623592293)",001050206-E15
001050207,E15,00031201,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:46:33 PM,04/14/2000 03:47:01 PM,04/14/2000 03:48:52 PM,04/14/2000 03:49:16 PM,04/14/2000 03:52:20 PM,,,Other,04/14/2000 04:14:39 PM,1900 Block of OCEAN AVE,SF,94127,B09,15,8455,3,3,3,false,,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7260309165896, -122.463973921586)",001050207-E15
001050208,E07,00031203,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:53:42 PM,04/14/2000 03:54:16 PM,04/14/2000 03:54:42 PM,04/14/2000 03:58:32 PM,,,,Other,04/14/2000 04:04:24 PM,16TH ST/SOUTH VAN NESS AV,SF,94110,B02,07,5225,3,3,3,false,,1,ENGINE,1,2,9,Mission,"(37.7651831353816, -122.417486597301)",001050208-E07
001050210,M35,00031208,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:54:31 PM,04/14/2000 03:56:51 PM,04/14/2000 04:03:27 PM,,,,,Other,,200 Block of EDDY ST,SF,94102,B03,01,1453,1,1,2,false,,1,MEDIC,2,3,6,Tenderloin,"(37.7840910361755, -122.411784369455)",001050210-M35
001050210,M41,00031208,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:54:31 PM,04/14/2000 03:56:51 PM,04/14/2000 04:03:27 PM,04/14/2000 04:13:52 PM,04/14/2000 04:16:53 PM,04/14/2000 04:36:51 PM,04/14/2000 04:59:42 PM,Other,04/14/2000 05:06:33 PM,200 Block of EDDY ST,SF,94102,B03,01,1453,1,1,2,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7840910361755, -122.411784369455)",001050210-M41
001050211,B01,00031206,Alarms,04/14/2000,04/14/2000,04/14/2000 03:57:48 PM,04/14/2000 03:58:19 PM,04/14/2000 04:01:10 PM,04/14/2000 04:03:00 PM,04/14/2000 04:04:07 PM,,,Other,04/14/2000 04:13:33 PM,1100 Block of PACIFIC AVE,SF,94133,B01,41,1511,3,3,3,false,,1,CHIEF,2,1,3,Nob Hill,"(37.7959719808332, -122.413810992406)",001050211-B01
001050212,RS2,00031204,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:57:52 PM,04/14/2000 03:58:32 PM,04/14/2000 03:59:18 PM,,,,,Other,04/14/2000 04:06:37 PM,19TH ST/VALENCIA ST,SF,94110,B06,07,5434,3,3,3,false,,1,RESCUE SQUAD,1,6,8,Mission,"(37.7601012942817, -122.42142521264)",001050212-RS2
001050213,M08,00031207,Medical Incident,04/14/2000,04/14/2000,04/14/2000 03:57:48 PM,04/14/2000 03:59:15 PM,04/14/2000 04:02:23 PM,04/14/2000 04:04:44 PM,,04/14/2000 04:47:12 PM,04/14/2000 04:47:20 PM,Other,04/14/2000 05:22:52 PM,7TH ST/MARKET ST,SF,94103,B03,01,1455,3,3,3,true,,1,MEDIC,3,2,6,South of Market,"(37.7804785121736, -122.412512257219)",001050213-M08
001050214,E48,00031209,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:02:54 PM,04/14/2000 04:03:34 PM,04/14/2000 04:05:22 PM,04/14/2000 04:07:51 PM,04/14/2000 04:14:19 PM,,,Other,04/14/2000 05:51:54 PM,CALL BOX: 1ST ST/HARRISON ST,SF,94105,B03,35,2136,3,3,3,false,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7860789776532, -122.393024256721)",001050214-E48
001050215,T03,00031210,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:05:35 PM,04/14/2000 04:05:53 PM,04/14/2000 04:07:08 PM,,,,,Other,04/14/2000 04:08:25 PM,LEAVENWORTH ST/MCALLISTER ST,SF,94102,B02,03,1553,3,3,3,false,,1,TRUCK,1,2,6,Tenderloin,"(37.7809268544143, -122.413676362909)",001050215-T03
001050216,T03,00031212,Other,04/14/2000,04/14/2000,04/14/2000 04:05:48 PM,04/14/2000 04:06:02 PM,04/14/2000 04:08:55 PM,04/14/2000 04:10:09 PM,04/14/2000 04:11:23 PM,,,Other,04/14/2000 04:13:03 PM,LEAVENWORTH ST/SUTTER ST,SF,94109,B01,03,1463,3,3,3,false,,1,TRUCK,1,4,3,Nob Hill,"(37.7883879297961, -122.415185268348)",001050216-T03
001050217,B08,00031211,Alarms,04/14/2000,04/14/2000,04/14/2000 03:59:54 PM,04/14/2000 04:07:08 PM,04/14/2000 04:07:54 PM,04/14/2000 04:09:03 PM,,,,Other,04/14/2000 04:12:17 PM,39TH AV/ORTEGA ST,SF,94116,B08,18,7623,3,3,3,false,,1,CHIEF,2,8,4,Sunset/Parkside,"(37.7514263278688, -122.497770413464)",001050217-B08
001050217,E18,00031211,Alarms,04/14/2000,04/14/2000,04/14/2000 03:59:54 PM,04/14/2000 04:07:08 PM,04/14/2000 04:07:54 PM,04/14/2000 04:09:38 PM,04/14/2000 04:10:50 PM,,,Other,04/14/2000 04:11:51 PM,39TH AV/ORTEGA ST,SF,94116,B08,18,7623,3,3,3,true,,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7514263278688, -122.497770413464)",001050217-E18
001050217,T18,00031211,Alarms,04/14/2000,04/14/2000,04/14/2000 03:59:54 PM,04/14/2000 04:07:08 PM,04/14/2000 04:07:54 PM,04/14/2000 04:10:41 PM,,,,Other,04/14/2000 04:12:17 PM,39TH AV/ORTEGA ST,SF,94116,B08,18,7623,3,3,3,false,,1,TRUCK,3,8,4,Sunset/Parkside,"(37.7514263278688, -122.497770413464)",001050217-T18
001050218,E42,00031213,Structure Fire,04/14/2000,04/14/2000,04/14/2000 03:59:54 PM,04/14/2000 04:09:25 PM,04/14/2000 04:09:37 PM,04/14/2000 04:10:53 PM,04/14/2000 04:13:25 PM,,,Other,04/14/2000 04:14:04 PM,APOLLO ST/TOPEKA AV,SF,94124,B10,42,6473,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7326141790568, -122.396865378556)",001050218-E42
001050220,E43,00031214,Structure Fire,04/14/2000,04/14/2000,04/14/2000 04:09:54 PM,04/14/2000 04:11:31 PM,04/14/2000 04:12:58 PM,04/14/2000 04:14:08 PM,04/14/2000 04:14:58 PM,,,Other,04/14/2000 04:17:15 PM,ATHENS ST/PERSIA AV,SF,94112,B09,43,6156,3,3,3,false,,1,ENGINE,1,9,11,Excelsior,"(37.7200903159964, -122.429599155572)",001050220-E43
001050224,RA13,00031219,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:16:45 PM,04/14/2000 04:19:59 PM,04/14/2000 04:22:04 PM,,04/14/2000 04:30:22 PM,04/14/2000 04:44:59 PM,04/14/2000 05:36:12 PM,Other,04/14/2000 05:38:04 PM,100 Block of TURK ST,SF,94102,B03,01,1456,1,1,2,false,,1,AIRPORT,1,3,6,Tenderloin,"(37.7830549681708, -122.411577299279)",001050224-RA13
001050226,T13,00031221,Alarms,04/14/2000,04/14/2000,04/14/2000 04:23:52 PM,04/14/2000 04:24:25 PM,04/14/2000 04:24:51 PM,04/14/2000 04:26:32 PM,,,,Other,04/14/2000 04:50:47 PM,500 Block of BUSH ST,SF,94108,B01,13,1315,3,3,3,false,,1,TRUCK,3,1,3,Financial District/South Beach,"(37.7905716665918, -122.405963225465)",001050226-T13
001050229,M36,00031224,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:29:26 PM,04/14/2000 04:31:16 PM,04/14/2000 04:31:31 PM,04/14/2000 04:32:31 PM,04/14/2000 04:34:49 PM,04/14/2000 04:43:38 PM,04/14/2000 04:53:05 PM,Other,04/14/2000 05:15:35 PM,1800 Block of MISSION ST,SF,94103,B02,36,5115,3,3,3,true,,1,MEDIC,1,2,9,Mission,"(37.7674778738529, -122.419834389169)",001050229-M36
001050230,M12,00031225,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:30:25 PM,04/14/2000 04:31:29 PM,04/14/2000 04:34:38 PM,04/14/2000 04:36:08 PM,04/14/2000 04:49:56 PM,,,Other,04/14/2000 05:21:36 PM,25TH ST/MISSION ST,SF,94110,B06,11,5613,2,2,2,true,,1,MEDIC,1,6,9,Mission,"(37.7506396511688, -122.418287870978)",001050230-M12
001050231,E07,00031226,Alarms,04/14/2000,04/14/2000,04/14/2000 04:34:02 PM,04/14/2000 04:34:30 PM,04/14/2000 04:35:24 PM,04/14/2000 04:36:43 PM,,,,Other,04/14/2000 04:41:33 PM,700 Block of FLORIDA ST,SF,94110,B06,07,5451,3,3,3,false,,1,ENGINE,2,6,9,Mission,"(37.7597715130019, -122.41082866532)",001050231-E07
001050232,RA32,00031227,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:33:58 PM,04/14/2000 04:35:04 PM,04/14/2000 04:36:58 PM,,,,,Other,04/14/2000 04:51:15 PM,19TH ST/GUERRERO ST,SF,94110,B06,07,5434,1,1,2,false,,1,AIRPORT,1,6,8,Mission,"(37.7599673760707, -122.423641307645)",001050232-RA32
001050233,A727,00031230,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:37:06 PM,04/14/2000 04:37:56 PM,04/14/2000 04:41:22 PM,04/14/2000 04:41:36 PM,04/14/2000 04:48:46 PM,04/14/2000 05:07:13 PM,,Other,04/14/2000 05:36:21 PM,FELL ST/MASONIC AV,SF,94117,B05,21,4356,2,2,2,false,,1,PRIVATE,1,5,5,Lone Mountain/USF,"(37.772995404875, -122.445902366088)",001050233-A727
001050234,M02,00031228,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:36:44 PM,04/14/2000 04:38:14 PM,04/14/2000 04:38:57 PM,04/14/2000 04:40:21 PM,04/14/2000 04:43:19 PM,04/14/2000 05:02:02 PM,04/14/2000 05:06:13 PM,Other,04/14/2000 05:41:36 PM,2200 Block of BROADWAY,SF,94123,B04,38,3464,3,3,3,true,,1,MEDIC,2,4,2,Pacific Heights,"(37.7944243170715, -122.43410767247)",001050234-M02
001050235,E39,00031229,Alarms,04/14/2000,04/14/2000,04/14/2000 04:38:20 PM,04/14/2000 04:38:41 PM,04/14/2000 04:40:06 PM,04/14/2000 04:42:38 PM,04/14/2000 04:43:47 PM,,,Other,04/14/2000 04:53:54 PM,400 Block of WAWONA ST,SF,94132,B08,39,7356,3,3,3,true,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7375196184662, -122.472621186741)",001050235-E39
001050236,E15,00031231,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:41:52 PM,04/14/2000 04:42:46 PM,04/14/2000 04:43:09 PM,04/14/2000 04:44:27 PM,04/14/2000 04:48:34 PM,,,Other,04/14/2000 05:22:40 PM,300 Block of LANSDALE AVE,SF,94127,B09,39,8255,3,3,3,false,,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7363366554915, -122.459173271461)",001050236-E15
001050236,M18,00031231,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:41:52 PM,04/14/2000 04:42:46 PM,04/14/2000 04:43:09 PM,04/14/2000 04:44:41 PM,,,,Patient Declined Transport,04/14/2000 05:56:18 PM,300 Block of LANSDALE AVE,SF,94127,B09,39,8255,3,3,3,true,,1,MEDIC,2,9,7,West of Twin Peaks,"(37.7363366554915, -122.459173271461)",001050236-M18
001050237,E42,00031232,Structure Fire,04/14/2000,04/14/2000,04/14/2000 04:39:54 PM,04/14/2000 04:45:13 PM,04/14/2000 04:45:30 PM,04/14/2000 04:47:41 PM,04/14/2000 04:50:48 PM,,,Other,04/14/2000 04:53:24 PM,MCKINNON AV/TOLAND ST,SF,94124,B10,09,6425,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7421971997796, -122.400426738757)",001050237-E42
001050238,M15,00031233,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:47:05 PM,04/14/2000 04:48:50 PM,04/14/2000 04:49:57 PM,04/14/2000 04:50:30 PM,04/14/2000 04:55:19 PM,,,Other,04/14/2000 05:12:17 PM,0 Block of PINEHURST WAY,SF,94127,B09,15,8454,1,1,2,true,,1,MEDIC,1,9,7,West of Twin Peaks,"(37.7275075343495, -122.465280686389)",001050238-M15
001050239,E21,00031234,Fuel Spill,04/14/2000,04/14/2000,04/14/2000 04:49:56 PM,04/14/2000 04:50:46 PM,04/14/2000 04:50:56 PM,04/14/2000 04:53:30 PM,04/14/2000 04:56:47 PM,,,Other,04/14/2000 05:01:08 PM,1000 Block of OAK ST,SF,94117,B05,21,4141,3,3,3,false,,1,ENGINE,1,5,5,Hayes Valley,"(37.7732938420762, -122.436598149618)",001050239-E21
001050240,RS2,00031235,Medical Incident,04/14/2000,04/14/2000,04/14/2000 04:55:27 PM,04/14/2000 04:55:32 PM,04/14/2000 04:55:58 PM,04/14/2000 04:57:26 PM,04/14/2000 04:59:04 PM,,,Other,04/14/2000 05:01:36 PM,19TH ST/GUERRERO ST,SF,94110,B06,07,5434,3,3,3,false,,1,RESCUE SQUAD,1,6,8,Mission,"(37.7599673760707, -122.423641307645)",001050240-RS2
001050242,E12,00031236,Gas Leak (Natural and LP Gases),04/14/2000,04/14/2000,04/14/2000 04:58:56 PM,04/14/2000 04:59:30 PM,04/14/2000 05:01:21 PM,,04/14/2000 05:04:37 PM,,,Other,04/14/2000 05:14:41 PM,500 Block of PARNASSUS AVE,SF,94131,B05,12,5155,3,3,3,false,,1,ENGINE,1,5,7,Inner Sunset,"(37.7633165969878, -122.458205988587)",001050242-E12
001050243,E35,00031238,Alarms,04/14/2000,04/14/2000,04/14/2000 05:06:54 PM,04/14/2000 05:08:07 PM,04/14/2000 05:08:25 PM,04/14/2000 05:09:48 PM,04/14/2000 05:11:29 PM,,,Other,04/14/2000 05:14:55 PM,100 Block of SPEAR ST,SF,94105,B03,35,2114,3,3,3,true,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7918853862733, -122.393341223517)",001050243-E35
001050244,E43,00031240,Structure Fire,04/14/2000,04/14/2000,04/14/2000 05:09:54 PM,04/14/2000 05:13:30 PM,04/14/2000 05:15:12 PM,04/14/2000 05:17:06 PM,,,,Other,04/14/2000 05:19:08 PM,ONONDAGA AV/OTSEGO AV,SF,94112,B09,15,8277,3,3,3,false,,1,ENGINE,1,9,11,Outer Mission,"(37.7227256716177, -122.441430618021)",001050244-E43
001050246,E32,00031241,Structure Fire,04/14/2000,04/14/2000,04/14/2000 05:14:09 PM,04/14/2000 05:15:33 PM,04/14/2000 05:16:15 PM,04/14/2000 05:17:10 PM,04/14/2000 05:21:16 PM,,,Other,04/14/2000 05:25:48 PM,200 Block of MADRID ST,SF,94112,B09,43,0613,3,3,3,true,,1,ENGINE,2,9,11,Excelsior,"(37.7255316247491, -122.429925994016)",001050246-E32
001050248,M09,00031243,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:24:06 PM,04/14/2000 05:27:17 PM,04/14/2000 05:32:25 PM,,04/14/2000 05:39:18 PM,,,Other,04/14/2000 05:39:35 PM,500 Block of KANSAS ST,SF,94107,B02,29,2422,1,1,2,true,,1,MEDIC,1,2,10,Potrero Hill,"(37.7628140496995, -122.403249467307)",001050248-M09
001050249,RA38,00031245,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:28:03 PM,04/14/2000 05:28:55 PM,04/14/2000 05:34:54 PM,04/14/2000 05:36:58 PM,04/14/2000 05:42:45 PM,04/14/2000 06:03:13 PM,04/14/2000 06:15:20 PM,Other,04/14/2000 06:35:06 PM,900 Block of MARKET ST,SF,94103,B03,01,2248,1,1,2,true,,1,AIRPORT,1,3,6,South of Market,"(37.7826911213472, -122.409536662692)",001050249-RA38
001050250,E36,00031242,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:27:43 PM,04/14/2000 05:29:31 PM,04/14/2000 05:29:52 PM,04/14/2000 05:30:47 PM,04/14/2000 05:32:11 PM,,,Other,04/14/2000 05:35:07 PM,GOUGH ST/MARKET ST,SF,94103,B02,36,3311,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7729091225192, -122.422186439998)",001050250-E36
001050251,RS1,00031244,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:33:13 PM,04/14/2000 05:33:51 PM,04/14/2000 05:34:11 PM,04/14/2000 05:36:02 PM,04/14/2000 05:40:17 PM,,,Other,04/14/2000 05:41:13 PM,0 Block of 6TH ST,SF,94103,B03,01,2248,E,E,3,false,,1,RESCUE SQUAD,2,3,6,South of Market,"(37.7815374331217, -122.409518341416)",001050251-RS1
001050252,E12,00031246,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:37:00 PM,04/14/2000 05:37:27 PM,04/14/2000 05:37:46 PM,04/14/2000 05:39:13 PM,04/14/2000 05:39:21 PM,,,Other,04/14/2000 05:57:15 PM,1100 Block of STANYAN ST,SF,94117,B05,12,5261,3,3,3,false,,1,ENGINE,1,5,5,Haight Ashbury,"(37.7632647102602, -122.452248148118)",001050252-E12
001050253,E06,00031247,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:36:10 PM,04/14/2000 05:37:40 PM,04/14/2000 05:38:37 PM,04/14/2000 05:39:40 PM,,,04/14/2000 05:40:34 PM,Other,04/14/2000 05:53:24 PM,2400 Block of TURK BLVD,SF,94118,B05,21,4564,3,3,3,false,,1,ENGINE,3,5,1,Lone Mountain/USF,"(37.7783909910658, -122.448427563637)",001050253-E06
001050253,M10,00031247,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:36:10 PM,04/14/2000 05:37:40 PM,04/14/2000 05:38:37 PM,04/14/2000 05:39:37 PM,04/14/2000 05:42:05 PM,04/14/2000 05:53:34 PM,04/14/2000 06:17:13 PM,Other,04/14/2000 07:10:46 PM,2400 Block of TURK BLVD,SF,94118,B05,21,4564,3,3,3,true,,1,MEDIC,1,5,1,Lone Mountain/USF,"(37.7783909910658, -122.448427563637)",001050253-M10
001050254,E40,00031248,Structure Fire,04/14/2000,04/14/2000,04/14/2000 05:39:54 PM,04/14/2000 05:43:33 PM,04/14/2000 05:43:45 PM,04/14/2000 05:44:51 PM,04/14/2000 05:46:50 PM,,,Other,04/14/2000 05:47:51 PM,19TH AV/ULLOA ST,SF,94116,B08,40,7415,3,3,3,true,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7411866396813, -122.475539786188)",001050254-E40
001050255,E19,00031249,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:46:19 PM,04/14/2000 05:47:23 PM,04/14/2000 05:48:11 PM,04/14/2000 05:50:15 PM,04/14/2000 05:51:49 PM,,,Other,04/14/2000 06:06:49 PM,3200 Block of 20TH AVE,SF,94132,B08,19,8861,3,3,3,true,,1,ENGINE,1,8,7,Lakeshore,"(37.7285444749244, -122.475646829327)",001050255-E19
001050256,M01,00031250,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:51:09 PM,04/14/2000 05:52:30 PM,04/14/2000 05:52:57 PM,04/14/2000 05:54:57 PM,04/14/2000 05:58:49 PM,04/14/2000 06:01:30 PM,04/14/2000 06:18:47 PM,Other,04/14/2000 06:34:30 PM,1100 Block of MARKET ST,SF,94102,B02,27,1551,3,3,3,true,,1,MEDIC,2,2,6,Tenderloin,"(37.7796660426062, -122.41371122073)",001050256-M01
001050257,RA13,00031252,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:52:34 PM,04/14/2000 05:53:25 PM,04/14/2000 05:56:42 PM,04/14/2000 05:57:17 PM,04/14/2000 06:01:38 PM,04/14/2000 06:20:07 PM,04/14/2000 06:20:12 PM,Other,04/14/2000 06:58:12 PM,1ST ST/MISSION ST,SF,94105,B03,35,2126,1,1,2,false,,1,AIRPORT,1,3,6,Financial District/South Beach,"(37.7897625977156, -122.397574469759)",001050257-RA13
001050258,E05,00031251,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:53:39 PM,04/14/2000 05:53:59 PM,04/14/2000 05:55:05 PM,,,,,Other,04/14/2000 06:05:38 PM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,E,E,3,false,,1,ENGINE,3,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",001050258-E05
001050258,M05,00031251,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:53:39 PM,04/14/2000 05:53:59 PM,04/14/2000 05:55:05 PM,04/14/2000 05:56:08 PM,04/14/2000 05:57:22 PM,,,Other,04/14/2000 06:07:32 PM,1000 Block of FILLMORE ST,SF,94115,B05,05,3534,E,E,3,true,,1,MEDIC,1,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",001050258-M05
001050259,B02,00031253,Medical Incident,04/14/2000,04/14/2000,04/14/2000 05:49:54 PM,04/14/2000 05:57:13 PM,04/14/2000 05:57:39 PM,04/14/2000 05:59:27 PM,04/14/2000 06:01:40 PM,,,Other,04/14/2000 06:04:04 PM,16TH ST/MISSION ST,SF,94103,B02,07,5236,3,3,3,false,,1,CHIEF,2,2,9,Mission,"(37.7650513381945, -122.419668973861)",001050259-B02
